name,manufacturer,guitar_type,pickup,pickup_position,strumming,player
AudioStrumming_Axtech_SC_Mid_Open_JM_13.png,Axtech,SC,Single Coil,Middle,Open,JM
AudioStrumming_Axtech_SC_Mid_Open_JM_14.png,Axtech,SC,Single Coil,Middle,Open,JM
AudioStrumming_Axtech_SC_Mid_Open_JM_15.png,Axtech,SC,Single Coil,Middle,Open,JM
AudioStrumming_Axtech_SC_Mid_Open_JM_16.png,Axtech,SC,Single Coil,Middle,Open,JM
AudioStrumming_Axtech_SC_Mid_Open_JM_17.png,Axtech,SC,Single Coil,Middle,Open,JM
AudioStrumming_Axtech_SC_Mid_Open_JM_18.png,Axtech,SC,Single Coil,Middle,Open,JM
AudioStrumming_Axtech_SC_Mid_Open_JM_19.png,Axtech,SC,Single Coil,Middle,Open,JM
AudioStrumming_Axtech_SC_Mid_Open_JM_20.png,Axtech,SC,Single Coil,Middle,Open,JM
AudioStrumming_Axtech_SC_Mid_Open_JM_21.png,Axtech,SC,Single Coil,Middle,Open,JM
AudioStrumming_Axtech_SC_Mid_Open_JM_22.png,Axtech,SC,Single Coil,Middle,Open,JM
AudioStrumming_Axtech_SC_Mid_Open_JM_23.png,Axtech,SC,Single Coil,Middle,Open,JM
AudioStrumming_Axtech_SC_Mid_Open_JM_24.png,Axtech,SC,Single Coil,Middle,Open,JM
AudioStrumming_Axtech_SC_Mid_Open_JM_25.png,Axtech,SC,Single Coil,Middle,Open,JM
AudioStrumming_Axtech_SC_Mid_Open_JM_26.png,Axtech,SC,Single Coil,Middle,Open,JM
AudioStrumming_Axtech_SC_Mid_Open_JM_27.png,Axtech,SC,Single Coil,Middle,Open,JM
AudioStrumming_Axtech_SC_Mid_Open_JM_28.png,Axtech,SC,Single Coil,Middle,Open,JM
AudioStrumming_Axtech_SC_Mid_Open_JM_29.png,Axtech,SC,Single Coil,Middle,Open,JM
AudioStrumming_Axtech_SC_Mid_Open_JM_30.png,Axtech,SC,Single Coil,Middle,Open,JM
AudioStrumming_Axtech_SC_Mid_Open_JM_31.png,Axtech,SC,Single Coil,Middle,Open,JM
AudioStrumming_Axtech_SC_Mid_Open_JM_32.png,Axtech,SC,Single Coil,Middle,Open,JM
AudioStrumming_Axtech_SC_Mid_Open_JM_33.png,Axtech,SC,Single Coil,Middle,Open,JM
AudioStrumming_Axtech_SC_Mid_Open_JM_34.png,Axtech,SC,Single Coil,Middle,Open,JM
AudioStrumming_Axtech_SC_Mid_Open_JM_35.png,Axtech,SC,Single Coil,Middle,Open,JM
AudioStrumming_Axtech_SC_Mid_Open_JM_36.png,Axtech,SC,Single Coil,Middle,Open,JM
AudioStrumming_Axtech_SC_Mid_Open_JM_37.png,Axtech,SC,Single Coil,Middle,Open,JM
AudioStrumming_Axtech_SC_Mid_Open_JM_38.png,Axtech,SC,Single Coil,Middle,Open,JM
AudioStrumming_Axtech_SC_Mid_Open_JM_39.png,Axtech,SC,Single Coil,Middle,Open,JM
AudioStrumming_Axtech_SC_Mid_Open_JM_40.png,Axtech,SC,Single Coil,Middle,Open,JM
AudioStrumming_Axtech_SC_Neck_Open_JM_1.png,Axtech,SC,Single Coil,Neck,Open,JM
AudioStrumming_Axtech_SC_Neck_Open_JM_2.png,Axtech,SC,Single Coil,Neck,Open,JM
AudioStrumming_Axtech_SC_Neck_Open_JM_3.png,Axtech,SC,Single Coil,Neck,Open,JM
AudioStrumming_Axtech_SC_Neck_Open_JM_4.png,Axtech,SC,Single Coil,Neck,Open,JM
AudioStrumming_Axtech_SC_Neck_Open_JM_5.png,Axtech,SC,Single Coil,Neck,Open,JM
AudioStrumming_Axtech_SC_Neck_Open_JM_6.png,Axtech,SC,Single Coil,Neck,Open,JM
AudioStrumming_Axtech_SC_Neck_Open_JM_7.png,Axtech,SC,Single Coil,Neck,Open,JM
AudioStrumming_Axtech_SC_Neck_Open_JM_8.png,Axtech,SC,Single Coil,Neck,Open,JM
AudioStrumming_Axtech_SC_Neck_Open_JM_9.png,Axtech,SC,Single Coil,Neck,Open,JM
AudioStrumming_Axtech_SC_Neck_Open_JM_10.png,Axtech,SC,Single Coil,Neck,Open,JM
AudioStrumming_Axtech_SC_Neck_Open_JM_11.png,Axtech,SC,Single Coil,Neck,Open,JM
AudioStrumming_Axtech_SC_Neck_Open_JM_12.png,Axtech,SC,Single Coil,Neck,Open,JM
AudioStrumming_Axtech_SC_Neck_Open_JM_13.png,Axtech,SC,Single Coil,Neck,Open,JM
AudioStrumming_Axtech_SC_Neck_Open_JM_14.png,Axtech,SC,Single Coil,Neck,Open,JM
AudioStrumming_Axtech_SC_Neck_Open_JM_15.png,Axtech,SC,Single Coil,Neck,Open,JM
AudioStrumming_Axtech_SC_Neck_Open_JM_16.png,Axtech,SC,Single Coil,Neck,Open,JM
AudioStrumming_Axtech_SC_Neck_Open_JM_17.png,Axtech,SC,Single Coil,Neck,Open,JM
AudioStrumming_Axtech_SC_Neck_Open_JM_18.png,Axtech,SC,Single Coil,Neck,Open,JM
AudioStrumming_Axtech_SC_Neck_Open_JM_19.png,Axtech,SC,Single Coil,Neck,Open,JM
AudioStrumming_Axtech_SC_Neck_Open_JM_20.png,Axtech,SC,Single Coil,Neck,Open,JM
AudioStrumming_Axtech_SC_Neck_Open_JM_21.png,Axtech,SC,Single Coil,Neck,Open,JM
AudioStrumming_Axtech_SC_Neck_Open_JM_22.png,Axtech,SC,Single Coil,Neck,Open,JM
AudioStrumming_Axtech_SC_Neck_Open_JM_23.png,Axtech,SC,Single Coil,Neck,Open,JM
AudioStrumming_Axtech_SC_Neck_Open_JM_24.png,Axtech,SC,Single Coil,Neck,Open,JM
AudioStrumming_Axtech_SC_Neck_Open_JM_25.png,Axtech,SC,Single Coil,Neck,Open,JM
AudioStrumming_Axtech_SC_Neck_Open_JM_26.png,Axtech,SC,Single Coil,Neck,Open,JM
AudioStrumming_Axtech_SC_Neck_Open_JM_27.png,Axtech,SC,Single Coil,Neck,Open,JM
AudioStrumming_Axtech_SC_Neck_Open_JM_28.png,Axtech,SC,Single Coil,Neck,Open,JM
AudioStrumming_Axtech_SC_Neck_Open_JM_29.png,Axtech,SC,Single Coil,Neck,Open,JM
AudioStrumming_Axtech_SC_Neck_Open_JM_30.png,Axtech,SC,Single Coil,Neck,Open,JM
AudioStrumming_Axtech_SC_Neck_Open_JM_31.png,Axtech,SC,Single Coil,Neck,Open,JM
AudioStrumming_Axtech_SC_Neck_Open_JM_32.png,Axtech,SC,Single Coil,Neck,Open,JM
AudioStrumming_Axtech_SC_Neck_Open_JM_33.png,Axtech,SC,Single Coil,Neck,Open,JM
AudioStrumming_Axtech_SC_Neck_Open_JM_34.png,Axtech,SC,Single Coil,Neck,Open,JM
AudioStrumming_Axtech_SC_Neck_Open_JM_35.png,Axtech,SC,Single Coil,Neck,Open,JM
AudioStrumming_Axtech_SC_Neck_Open_JM_36.png,Axtech,SC,Single Coil,Neck,Open,JM
AudioStrumming_Axtech_SC_Neck_Open_JM_37.png,Axtech,SC,Single Coil,Neck,Open,JM
AudioStrumming_Axtech_SC_Neck_Open_JM_38.png,Axtech,SC,Single Coil,Neck,Open,JM
AudioStrumming_Axtech_SC_Neck_Open_JM_39.png,Axtech,SC,Single Coil,Neck,Open,JM
AudioStrumming_Axtech_SC_Neck_Open_JM_40.png,Axtech,SC,Single Coil,Neck,Open,JM
AudioStrumming_Epiphone_SG_Bridge_Amajor_JM_1.png,Epiphone,SG,Humbucker,Bridge,Amajor,JM
AudioStrumming_Epiphone_SG_Bridge_Amajor_JM_2.png,Epiphone,SG,Humbucker,Bridge,Amajor,JM
AudioStrumming_Epiphone_SG_Bridge_Amajor_JM_3.png,Epiphone,SG,Humbucker,Bridge,Amajor,JM
AudioStrumming_Epiphone_SG_Bridge_Amajor_JM_4.png,Epiphone,SG,Humbucker,Bridge,Amajor,JM
AudioStrumming_Epiphone_SG_Bridge_Amajor_JM_5.png,Epiphone,SG,Humbucker,Bridge,Amajor,JM
AudioStrumming_Epiphone_SG_Bridge_Amajor_JM_6.png,Epiphone,SG,Humbucker,Bridge,Amajor,JM
AudioStrumming_Epiphone_SG_Bridge_Amajor_JM_7.png,Epiphone,SG,Humbucker,Bridge,Amajor,JM
AudioStrumming_Epiphone_SG_Bridge_Amajor_JM_8.png,Epiphone,SG,Humbucker,Bridge,Amajor,JM
AudioStrumming_Epiphone_SG_Bridge_Amajor_JM_9.png,Epiphone,SG,Humbucker,Bridge,Amajor,JM
AudioStrumming_Epiphone_SG_Bridge_Amajor_JM_10.png,Epiphone,SG,Humbucker,Bridge,Amajor,JM
AudioStrumming_Epiphone_SG_Bridge_Amajor_JM_11.png,Epiphone,SG,Humbucker,Bridge,Amajor,JM
AudioStrumming_Epiphone_SG_Bridge_Amajor_JM_12.png,Epiphone,SG,Humbucker,Bridge,Amajor,JM
AudioStrumming_Epiphone_SG_Bridge_Amajor_JM_13.png,Epiphone,SG,Humbucker,Bridge,Amajor,JM
AudioStrumming_Epiphone_SG_Bridge_Amajor_JM_14.png,Epiphone,SG,Humbucker,Bridge,Amajor,JM
AudioStrumming_Epiphone_SG_Bridge_Amajor_JM_15.png,Epiphone,SG,Humbucker,Bridge,Amajor,JM
AudioStrumming_Epiphone_SG_Bridge_Amajor_JM_16.png,Epiphone,SG,Humbucker,Bridge,Amajor,JM
AudioStrumming_Epiphone_SG_Bridge_Amajor_JM_17.png,Epiphone,SG,Humbucker,Bridge,Amajor,JM
AudioStrumming_Epiphone_SG_Bridge_Amajor_JM_18.png,Epiphone,SG,Humbucker,Bridge,Amajor,JM
AudioStrumming_Epiphone_SG_Bridge_Amajor_JM_19.png,Epiphone,SG,Humbucker,Bridge,Amajor,JM
AudioStrumming_Epiphone_SG_Bridge_Amajor_JM_20.png,Epiphone,SG,Humbucker,Bridge,Amajor,JM
AudioStrumming_Epiphone_SG_Bridge_Amajor_JM_21.png,Epiphone,SG,Humbucker,Bridge,Amajor,JM
AudioStrumming_Epiphone_SG_Bridge_Amajor_JM_22.png,Epiphone,SG,Humbucker,Bridge,Amajor,JM
AudioStrumming_Epiphone_SG_Bridge_Amajor_JM_23.png,Epiphone,SG,Humbucker,Bridge,Amajor,JM
AudioStrumming_Epiphone_SG_Bridge_Amajor_JM_24.png,Epiphone,SG,Humbucker,Bridge,Amajor,JM
AudioStrumming_Epiphone_SG_Bridge_Amajor_JM_25.png,Epiphone,SG,Humbucker,Bridge,Amajor,JM
AudioStrumming_Epiphone_SG_Bridge_Amajor_JM_26.png,Epiphone,SG,Humbucker,Bridge,Amajor,JM
AudioStrumming_Epiphone_SG_Bridge_Amajor_JM_27.png,Epiphone,SG,Humbucker,Bridge,Amajor,JM
AudioStrumming_Epiphone_SG_Bridge_Amajor_JM_28.png,Epiphone,SG,Humbucker,Bridge,Amajor,JM
AudioStrumming_Epiphone_SG_Bridge_Amajor_JM_29.png,Epiphone,SG,Humbucker,Bridge,Amajor,JM
AudioStrumming_Epiphone_SG_Bridge_Amajor_JM_30.png,Epiphone,SG,Humbucker,Bridge,Amajor,JM
AudioStrumming_Epiphone_SG_Bridge_Amajor_JM_31.png,Epiphone,SG,Humbucker,Bridge,Amajor,JM
AudioStrumming_Epiphone_SG_Bridge_Amajor_JM_32.png,Epiphone,SG,Humbucker,Bridge,Amajor,JM
AudioStrumming_Epiphone_SG_Bridge_Amajor_JM_33.png,Epiphone,SG,Humbucker,Bridge,Amajor,JM
AudioStrumming_Epiphone_SG_Bridge_Amajor_JM_34.png,Epiphone,SG,Humbucker,Bridge,Amajor,JM
AudioStrumming_Epiphone_SG_Bridge_Amajor_JM_35.png,Epiphone,SG,Humbucker,Bridge,Amajor,JM
AudioStrumming_Epiphone_SG_Bridge_Amajor_JM_36.png,Epiphone,SG,Humbucker,Bridge,Amajor,JM
AudioStrumming_Epiphone_SG_Bridge_Amajor_JM_37.png,Epiphone,SG,Humbucker,Bridge,Amajor,JM
AudioStrumming_Epiphone_SG_Bridge_Amajor_JM_38.png,Epiphone,SG,Humbucker,Bridge,Amajor,JM
AudioStrumming_Epiphone_SG_Bridge_Amajor_JM_39.png,Epiphone,SG,Humbucker,Bridge,Amajor,JM
AudioStrumming_Epiphone_SG_Bridge_Amajor_JM_40.png,Epiphone,SG,Humbucker,Bridge,Amajor,JM
AudioStrumming_Epiphone_SG_Bridge_Amajor_VS_1.png,Epiphone,SG,Humbucker,Bridge,Amajor,VS
AudioStrumming_Epiphone_SG_Bridge_Amajor_VS_2.png,Epiphone,SG,Humbucker,Bridge,Amajor,VS
AudioStrumming_Epiphone_SG_Bridge_Amajor_VS_3.png,Epiphone,SG,Humbucker,Bridge,Amajor,VS
AudioStrumming_Epiphone_SG_Bridge_Amajor_VS_4.png,Epiphone,SG,Humbucker,Bridge,Amajor,VS
AudioStrumming_Epiphone_SG_Bridge_Amajor_VS_5.png,Epiphone,SG,Humbucker,Bridge,Amajor,VS
AudioStrumming_Epiphone_SG_Bridge_Amajor_VS_6.png,Epiphone,SG,Humbucker,Bridge,Amajor,VS
AudioStrumming_Epiphone_SG_Bridge_Amajor_VS_7.png,Epiphone,SG,Humbucker,Bridge,Amajor,VS
AudioStrumming_Epiphone_SG_Bridge_Amajor_VS_8.png,Epiphone,SG,Humbucker,Bridge,Amajor,VS
AudioStrumming_Epiphone_SG_Bridge_Amajor_VS_9.png,Epiphone,SG,Humbucker,Bridge,Amajor,VS
AudioStrumming_Epiphone_SG_Bridge_Amajor_VS_10.png,Epiphone,SG,Humbucker,Bridge,Amajor,VS
AudioStrumming_Epiphone_SG_Bridge_Amajor_VS_11.png,Epiphone,SG,Humbucker,Bridge,Amajor,VS
AudioStrumming_Epiphone_SG_Bridge_Amajor_VS_12.png,Epiphone,SG,Humbucker,Bridge,Amajor,VS
AudioStrumming_Epiphone_SG_Bridge_Amajor_VS_13.png,Epiphone,SG,Humbucker,Bridge,Amajor,VS
AudioStrumming_Epiphone_SG_Bridge_Amajor_VS_14.png,Epiphone,SG,Humbucker,Bridge,Amajor,VS
AudioStrumming_Epiphone_SG_Bridge_Amajor_VS_15.png,Epiphone,SG,Humbucker,Bridge,Amajor,VS
AudioStrumming_Epiphone_SG_Bridge_Amajor_VS_16.png,Epiphone,SG,Humbucker,Bridge,Amajor,VS
AudioStrumming_Epiphone_SG_Bridge_Amajor_VS_17.png,Epiphone,SG,Humbucker,Bridge,Amajor,VS
AudioStrumming_Epiphone_SG_Bridge_Amajor_VS_18.png,Epiphone,SG,Humbucker,Bridge,Amajor,VS
AudioStrumming_Epiphone_SG_Bridge_Amajor_VS_19.png,Epiphone,SG,Humbucker,Bridge,Amajor,VS
AudioStrumming_Epiphone_SG_Bridge_Amajor_VS_20.png,Epiphone,SG,Humbucker,Bridge,Amajor,VS
AudioStrumming_Epiphone_SG_Bridge_Amajor_VS_21.png,Epiphone,SG,Humbucker,Bridge,Amajor,VS
AudioStrumming_Epiphone_SG_Bridge_Amajor_VS_22.png,Epiphone,SG,Humbucker,Bridge,Amajor,VS
AudioStrumming_Epiphone_SG_Bridge_Amajor_VS_23.png,Epiphone,SG,Humbucker,Bridge,Amajor,VS
AudioStrumming_Epiphone_SG_Bridge_Amajor_VS_24.png,Epiphone,SG,Humbucker,Bridge,Amajor,VS
AudioStrumming_Epiphone_SG_Bridge_Amajor_VS_25.png,Epiphone,SG,Humbucker,Bridge,Amajor,VS
AudioStrumming_Epiphone_SG_Bridge_Amajor_VS_26.png,Epiphone,SG,Humbucker,Bridge,Amajor,VS
AudioStrumming_Epiphone_SG_Bridge_Amajor_VS_27.png,Epiphone,SG,Humbucker,Bridge,Amajor,VS
AudioStrumming_Epiphone_SG_Bridge_Amajor_VS_28.png,Epiphone,SG,Humbucker,Bridge,Amajor,VS
AudioStrumming_Epiphone_SG_Bridge_Amajor_VS_29.png,Epiphone,SG,Humbucker,Bridge,Amajor,VS
AudioStrumming_Epiphone_SG_Bridge_Amajor_VS_30.png,Epiphone,SG,Humbucker,Bridge,Amajor,VS
AudioStrumming_Epiphone_SG_Bridge_Amajor_VS_31.png,Epiphone,SG,Humbucker,Bridge,Amajor,VS
AudioStrumming_Epiphone_SG_Bridge_Amajor_VS_32.png,Epiphone,SG,Humbucker,Bridge,Amajor,VS
AudioStrumming_Epiphone_SG_Bridge_Amajor_VS_33.png,Epiphone,SG,Humbucker,Bridge,Amajor,VS
AudioStrumming_Epiphone_SG_Bridge_Amajor_VS_34.png,Epiphone,SG,Humbucker,Bridge,Amajor,VS
AudioStrumming_Epiphone_SG_Bridge_Amajor_VS_35.png,Epiphone,SG,Humbucker,Bridge,Amajor,VS
AudioStrumming_Epiphone_SG_Bridge_Amajor_VS_36.png,Epiphone,SG,Humbucker,Bridge,Amajor,VS
AudioStrumming_Epiphone_SG_Bridge_Amajor_VS_37.png,Epiphone,SG,Humbucker,Bridge,Amajor,VS
AudioStrumming_Epiphone_SG_Bridge_Amajor_VS_38.png,Epiphone,SG,Humbucker,Bridge,Amajor,VS
AudioStrumming_Epiphone_SG_Bridge_Amajor_VS_39.png,Epiphone,SG,Humbucker,Bridge,Amajor,VS
AudioStrumming_Epiphone_SG_Bridge_Amajor_VS_40.png,Epiphone,SG,Humbucker,Bridge,Amajor,VS
AudioStrumming_Epiphone_SG_Bridge_Open_JM_1.png,Epiphone,SG,Humbucker,Bridge,Open,JM
AudioStrumming_Epiphone_SG_Bridge_Open_JM_2.png,Epiphone,SG,Humbucker,Bridge,Open,JM
AudioStrumming_Epiphone_SG_Bridge_Open_JM_3.png,Epiphone,SG,Humbucker,Bridge,Open,JM
AudioStrumming_Epiphone_SG_Bridge_Open_JM_4.png,Epiphone,SG,Humbucker,Bridge,Open,JM
AudioStrumming_Epiphone_SG_Bridge_Open_JM_5.png,Epiphone,SG,Humbucker,Bridge,Open,JM
AudioStrumming_Epiphone_SG_Bridge_Open_JM_6.png,Epiphone,SG,Humbucker,Bridge,Open,JM
AudioStrumming_Epiphone_SG_Bridge_Open_JM_7.png,Epiphone,SG,Humbucker,Bridge,Open,JM
AudioStrumming_Epiphone_SG_Bridge_Open_JM_8.png,Epiphone,SG,Humbucker,Bridge,Open,JM
AudioStrumming_Epiphone_SG_Bridge_Open_JM_9.png,Epiphone,SG,Humbucker,Bridge,Open,JM
AudioStrumming_Epiphone_SG_Bridge_Open_JM_10.png,Epiphone,SG,Humbucker,Bridge,Open,JM
AudioStrumming_Epiphone_SG_Bridge_Open_JM_11.png,Epiphone,SG,Humbucker,Bridge,Open,JM
AudioStrumming_Epiphone_SG_Bridge_Open_JM_12.png,Epiphone,SG,Humbucker,Bridge,Open,JM
AudioStrumming_Epiphone_SG_Bridge_Open_JM_13.png,Epiphone,SG,Humbucker,Bridge,Open,JM
AudioStrumming_Epiphone_SG_Bridge_Open_JM_14.png,Epiphone,SG,Humbucker,Bridge,Open,JM
AudioStrumming_Epiphone_SG_Bridge_Open_JM_15.png,Epiphone,SG,Humbucker,Bridge,Open,JM
AudioStrumming_Epiphone_SG_Bridge_Open_JM_16.png,Epiphone,SG,Humbucker,Bridge,Open,JM
AudioStrumming_Epiphone_SG_Bridge_Open_JM_17.png,Epiphone,SG,Humbucker,Bridge,Open,JM
AudioStrumming_Epiphone_SG_Bridge_Open_JM_18.png,Epiphone,SG,Humbucker,Bridge,Open,JM
AudioStrumming_Epiphone_SG_Bridge_Open_JM_19.png,Epiphone,SG,Humbucker,Bridge,Open,JM
AudioStrumming_Epiphone_SG_Bridge_Open_JM_20.png,Epiphone,SG,Humbucker,Bridge,Open,JM
AudioStrumming_Epiphone_SG_Bridge_Open_JM_21.png,Epiphone,SG,Humbucker,Bridge,Open,JM
AudioStrumming_Epiphone_SG_Bridge_Open_JM_22.png,Epiphone,SG,Humbucker,Bridge,Open,JM
AudioStrumming_Epiphone_SG_Bridge_Open_JM_23.png,Epiphone,SG,Humbucker,Bridge,Open,JM
AudioStrumming_Epiphone_SG_Bridge_Open_JM_24.png,Epiphone,SG,Humbucker,Bridge,Open,JM
AudioStrumming_Epiphone_SG_Bridge_Open_JM_25.png,Epiphone,SG,Humbucker,Bridge,Open,JM
AudioStrumming_Epiphone_SG_Bridge_Open_JM_26.png,Epiphone,SG,Humbucker,Bridge,Open,JM
AudioStrumming_Epiphone_SG_Bridge_Open_JM_27.png,Epiphone,SG,Humbucker,Bridge,Open,JM
AudioStrumming_Epiphone_SG_Bridge_Open_JM_28.png,Epiphone,SG,Humbucker,Bridge,Open,JM
AudioStrumming_Epiphone_SG_Bridge_Open_JM_29.png,Epiphone,SG,Humbucker,Bridge,Open,JM
AudioStrumming_Epiphone_SG_Bridge_Open_JM_30.png,Epiphone,SG,Humbucker,Bridge,Open,JM
AudioStrumming_Epiphone_SG_Bridge_Open_JM_31.png,Epiphone,SG,Humbucker,Bridge,Open,JM
AudioStrumming_Epiphone_SG_Bridge_Open_JM_32.png,Epiphone,SG,Humbucker,Bridge,Open,JM
AudioStrumming_Epiphone_SG_Bridge_Open_JM_33.png,Epiphone,SG,Humbucker,Bridge,Open,JM
AudioStrumming_Epiphone_SG_Bridge_Open_JM_34.png,Epiphone,SG,Humbucker,Bridge,Open,JM
AudioStrumming_Epiphone_SG_Bridge_Open_JM_35.png,Epiphone,SG,Humbucker,Bridge,Open,JM
AudioStrumming_Epiphone_SG_Bridge_Open_JM_36.png,Epiphone,SG,Humbucker,Bridge,Open,JM
AudioStrumming_Epiphone_SG_Bridge_Open_JM_37.png,Epiphone,SG,Humbucker,Bridge,Open,JM
AudioStrumming_Epiphone_SG_Bridge_Open_JM_38.png,Epiphone,SG,Humbucker,Bridge,Open,JM
AudioStrumming_Epiphone_SG_Bridge_Open_JM_39.png,Epiphone,SG,Humbucker,Bridge,Open,JM
AudioStrumming_Epiphone_SG_Bridge_Open_JM_40.png,Epiphone,SG,Humbucker,Bridge,Open,JM
AudioStrumming_Epiphone_SG_Neck_Amajor_JM_1.png,Epiphone,SG,Humbucker,Neck,Amajor,JM
